"NIH Spending Categorization","Project Terms","Project Title","Administering IC","Application ID","Award Notice Date","FOA","Project Number","Type","Activity","IC","Serial Number","Support Year","Suffix","Program Official Information","Project Start Date","Project End Date","Study Section","Subproject Number","Contact PI Person ID","Contact PI / Project Leader","Other PI or Project Leader(s)","Congressional District","Department","DUNS Number","FIPS","Latitude","Longitude","Organization ID (IPF)","Organization Name","Organization City","Organization State","Organization Type","Organization Zip","Organization Country","ARRA Indicator","Budget Start Date","Budget End Date","CFDA Code","Funding Mechanism","Fiscal Year","Total Cost","Total Cost (Sub Projects)","Funding IC(s)","Direct Cost IC","InDirect Cost IC","NIH COVID-19 Response","Total Cost IC",
"No NIH Category available"," ","A Pooled Longitudinal Analysis of Workplace Carpal Tunnel Syndrome","NIOSH","8134755","7/12/2011 12:00:00 AM","PA-07-318","5R01OH009712-02","5","R01","OH","009712","02"," ","FREDERICK, LINDA J","9/1/2010 12:00:00 AM","8/31/2013 12:00:00 AM","ZOH1-EEO(52)2"," ","1862557","REMPEL, DAVID M","Not Applicable","12","INTERNAL MEDICINE/MEDICINE","094878337","US","37.78689","-122.448998","577508","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","SAN FRANCISCO","CA","SCHOOLS OF MEDICINE","941430962","UNITED STATES","N","9/1/2011 12:00:00 AM","8/31/2012 12:00:00 AM","262","Non-SBIR/STTR","2011","435709"," ","NIOSH"," "," "," ","435709",
"No NIH Category available"," ","Effect of tool design on hand pain in dental practiioners","NIOSH","7680128","7/1/2009 12:00:00 AM","PA-07-318","5R01OH008892-02","5","R01","OH","008892","02"," ","FREDERICK, LINDA J","8/1/2008 12:00:00 AM","7/31/2011 12:00:00 AM","ZOH1-GGB(02)M"," ","1862557","REMPEL, DAVID M","Not Applicable","12","INTERNAL MEDICINE/MEDICINE","094878337","US","37.78689","-122.448998","577508","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","SAN FRANCISCO","CA","SCHOOLS OF MEDICINE","941430962","UNITED STATES","N","8/1/2009 12:00:00 AM","7/31/2010 12:00:00 AM","262","Non-SBIR/STTR","2009","220500"," ","NIOSH"," "," "," ","220500",
"No NIH Category available"," ","A Pooled Longitudinal Analysis of Workplace Carpal Tunnel Syndrome","NIOSH","8300688","7/12/2012 12:00:00 AM","PA-07-318","5R01OH009712-03","5","R01","OH","009712","03"," ","FREDERICK, LINDA J","9/1/2010 12:00:00 AM","8/31/2014 12:00:00 AM","ZOH1-EEO(52)2"," ","1862557","REMPEL, DAVID M","Not Applicable","12","INTERNAL MEDICINE/MEDICINE","094878337","US","37.78689","-122.448998","577508","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","SAN FRANCISCO","CA","SCHOOLS OF MEDICINE","941430962","UNITED STATES","N","9/1/2012 12:00:00 AM","8/31/2014 12:00:00 AM","262","Non-SBIR/STTR","2012","398890"," ","NIOSH","377842","21048"," ","398890",
"No NIH Category available"," ","Effect of tool design on hand pain in dental practiioners","NIOSH","7534300","8/22/2008 12:00:00 AM","PA-07-318","1R01OH008892-01A2","1","R01","OH","008892","01","A","FREDERICK, LINDA J","8/1/2008 12:00:00 AM","7/31/2011 12:00:00 AM","ZOH1-GGB(02)M"," ","1862557","REMPEL, DAVID M","Not Applicable","12","INTERNAL MEDICINE/MEDICINE","094878337","US","37.78689","-122.448998","577508","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","SAN FRANCISCO","CA","SCHOOLS OF MEDICINE","941430962","UNITED STATES","N","8/1/2008 12:00:00 AM","7/31/2009 12:00:00 AM","262","Non-SBIR/STTR","2008","220500"," ","NIOSH"," "," "," ","220500",
"No NIH Category available"," ","Estimating differentials in return to work after injury from two surveys","NIOSH","7620076","5/22/2009 12:00:00 AM","PAR-06-552","5R21OH009320-02","5","R21","OH","009320","02"," ","KUMAR, LATA","6/1/2008 12:00:00 AM","5/31/2011 12:00:00 AM","SOH"," ","1894953","RENDALL, MICHAEL S.","Not Applicable","33","Unavailable","006914071","US","34.009662","-118.490946","6856101","RAND CORPORATION","SANTA MONICA","CA","Research Institutes","904013208","UNITED STATES","N","6/1/2009 12:00:00 AM","5/31/2011 12:00:00 AM","262","Non-SBIR/STTR","2009","235224"," ","NIOSH"," "," "," ","235224",
"No NIH Category available"," ","Estimating differentials in return to work after injury from two surveys","NIOSH","7362672","5/2/2008 12:00:00 AM","PAR-06-552","1R21OH009320-01","1","R21","OH","009320","01"," ","BOARD, SUSAN","6/1/2008 12:00:00 AM","5/31/2010 12:00:00 AM","SOH"," ","1894953","RENDALL, MICHAEL S.","Not Applicable","33","Unavailable","006914071","US","34.009662","-118.490946","6856101","RAND CORPORATION","SANTA MONICA","CA","Research Institutes","904013208","UNITED STATES","N","6/1/2008 12:00:00 AM","5/31/2009 12:00:00 AM","262","Non-SBIR/STTR","2008","282948"," ","NIOSH"," "," "," ","282948",
"No NIH Category available"," ","Respiratory Protection Against Bioaerosols in Agriculture","NIOSH","7321355","8/8/2007 12:00:00 AM"," ","2R01OH004085-04A2","2","R01","OH","004085","04","A","ROBISON, WILLIAM","8/1/2007 12:00:00 AM","7/31/2010 12:00:00 AM","SOH"," ","8062636","REPONEN, TIINA ","Not Applicable","01","PUBLIC HEALTH & PREV MEDICINE","041064767","US","39.142998","-84.503581","1523902","UNIVERSITY OF CINCINNATI","CINCINNATI","OH","SCHOOLS OF MEDICINE","452210001","UNITED STATES","N","8/1/2007 12:00:00 AM","7/31/2008 12:00:00 AM","262","Non-SBIR/STTR","2007","398671"," ","NIOSH"," "," "," ","398671",
"No NIH Category available"," ","Education and Research Center (ERC-Cincinnati)","NIOSH","9538511","6/21/2018 12:00:00 AM","PAR-15-303","5T42OH008432-13","5","T42","OH","008432","13"," "," ","7/1/2016 12:00:00 AM","6/30/2021 12:00:00 AM","ZOH1-GGB(04)"," ","8062636","REPONEN, TIINA ","Not Applicable","01","PUBLIC HEALTH & PREV MEDICINE","041064767","US","39.142998","-84.503581","1523902","UNIVERSITY OF CINCINNATI","CINCINNATI","OH","SCHOOLS OF MEDICINE","452210001","UNITED STATES","N","7/1/2018 12:00:00 AM","6/30/2019 12:00:00 AM","957","Other","2018","1702965"," ","NIOSH"," "," "," ","1702965",
"No NIH Category available"," ","Education and Research Center (ERC-Cincinnati)","NIOSH","9443000","2/28/2017 12:00:00 AM","PAR-15-303","3T42OH008432-11S1","3","T42","OH","008432","11","S","MAPLES, ELIZABETH","7/1/2016 12:00:00 AM","6/30/2021 12:00:00 AM","ZOH1-GGB(04)"," ","8062636","REPONEN, TIINA ","Not Applicable","01","PUBLIC HEALTH & PREV MEDICINE","041064767","US","39.142998","-84.503581","1523902","UNIVERSITY OF CINCINNATI","CINCINNATI","OH","SCHOOLS OF MEDICINE","452210001","UNITED STATES","N","7/1/2016 12:00:00 AM","6/30/2017 12:00:00 AM","262","Other","2015","415495"," ","NIOSH","385304","30191"," ","415495",
"No NIH Category available"," ","Respiratory Protection Against Bioaerosols in Agriculture","NIOSH","7631272","6/17/2009 12:00:00 AM"," ","5R01OH004085-06","5","R01","OH","004085","06"," ","ROBISON, WILLIAM","8/1/2007 12:00:00 AM","7/31/2011 12:00:00 AM","SOH"," ","8062636","REPONEN, TIINA ","Not Applicable","01","PUBLIC HEALTH & PREV MEDICINE","041064767","US","39.142998","-84.503581","1523902","UNIVERSITY OF CINCINNATI","CINCINNATI","OH","SCHOOLS OF MEDICINE","452210001","UNITED STATES","N","8/1/2009 12:00:00 AM","7/31/2011 12:00:00 AM","262","Non-SBIR/STTR","2009","384522"," ","NIOSH"," "," "," ","384522",
"No NIH Category available"," ","Respiratory Protection Against Bioaerosols in Agriculture","NIOSH","7483594","5/30/2008 12:00:00 AM"," ","5R01OH004085-05","5","R01","OH","004085","05"," ","ROBISON, WILLIAM","8/1/2007 12:00:00 AM","7/31/2010 12:00:00 AM","SOH"," ","8062636","REPONEN, TIINA ","Not Applicable","01","PUBLIC HEALTH & PREV MEDICINE","041064767","US","39.142998","-84.503581","1523902","UNIVERSITY OF CINCINNATI","CINCINNATI","OH","SCHOOLS OF MEDICINE","452210001","UNITED STATES","N","8/1/2008 12:00:00 AM","7/31/2009 12:00:00 AM","262","Non-SBIR/STTR","2008","384859"," ","NIOSH"," "," "," ","384859",
"No NIH Category available"," ","Education and Research Center (ERC-Cincinnati)","NIOSH","9335673","8/2/2017 12:00:00 AM","PAR-15-303","5T42OH008432-12","5","T42","OH","008432","12"," ","MAPLES, ELIZABETH","7/1/2016 12:00:00 AM","6/30/2021 12:00:00 AM","ZOH1-GGB(04)"," ","8062636","REPONEN, TIINA ","Not Applicable","01","PUBLIC HEALTH & PREV MEDICINE","041064767","US","39.142998","-84.503581","1523902","UNIVERSITY OF CINCINNATI","CINCINNATI","OH","SCHOOLS OF MEDICINE","452210001","UNITED STATES","N","7/1/2017 12:00:00 AM","6/30/2018 12:00:00 AM","262","Other","2017","1702965"," ","NIOSH","1892128","147339"," ","1702965",
"No NIH Category available"," ","Education and Research Center (ERC-Cincinnati)","NIOSH","9188847","8/19/2016 12:00:00 AM","PAR-15-303","2T42OH008432-11","2","T42","OH","008432","11"," ","MAPLES, ELIZABETH","7/1/2016 12:00:00 AM","6/30/2021 12:00:00 AM","ZOH1-GGB(04)"," ","8062636","REPONEN, TIINA ","Not Applicable","01","PUBLIC HEALTH & PREV MEDICINE","041064767","US","39.142998","-84.503581","1523902","UNIVERSITY OF CINCINNATI","CINCINNATI","OH","SCHOOLS OF MEDICINE","452210001","UNITED STATES","N","7/1/2016 12:00:00 AM","6/30/2017 12:00:00 AM","262","Other","2016","1702965"," ","NIOSH","1580062","122903"," ","1702965",
"No NIH Category available"," ","Education and Research Center (ERC-Cincinnati)","NIOSH","9956711","7/23/2020 12:00:00 AM","PAR-15-303","5T42OH008432-15","5","T42","OH","008432","15"," ","MAPLES, ELIZABETH","7/1/2016 12:00:00 AM","6/30/2021 12:00:00 AM","ZOH1-GGB(04)"," ","8062636","REPONEN, TIINA ","Not Applicable","01","PUBLIC HEALTH & PREV MEDICINE","041064767","US","39.142998","-84.503581","1523902","UNIVERSITY OF CINCINNATI","CINCINNATI","OH","SCHOOLS OF MEDICINE","452210001","UNITED STATES","N","7/1/2020 12:00:00 AM","6/30/2021 12:00:00 AM","262","Other","2020","1702965"," ","NIOSH"," "," "," ","1702965",
"No NIH Category available"," ","Education and Research Center (ERC-Cincinnati)","NIOSH","9732374","5/30/2019 12:00:00 AM","PAR-15-303","5T42OH008432-14","5","T42","OH","008432","14"," "," ","7/1/2016 12:00:00 AM","6/30/2021 12:00:00 AM","ZOH1-GGB(04)"," ","8062636","REPONEN, TIINA ","Not Applicable","01","PUBLIC HEALTH & PREV MEDICINE","041064767","US","39.142998","-84.503581","1523902","UNIVERSITY OF CINCINNATI","CINCINNATI","OH","SCHOOLS OF MEDICINE","452210001","UNITED STATES","N","7/1/2019 12:00:00 AM","6/30/2020 12:00:00 AM","262","Other","2019","1702965"," ","NIOSH"," "," "," ","1702965",
"No NIH Category available"," ","High Plains Intermountain Center for Agricultural Health and Safety (HICAHS)","NIOSH","10438136","6/9/2021 12:00:00 AM","PAR-15-353","6U54OH008085-17M001","6","U54","OH","008085","17","M00","DEARWENT, STEVE","9/15/2016 12:00:00 AM","9/14/2022 12:00:00 AM","ZOH1-DYB(05)"," ","1958444","REYNOLDS, STEPHEN J","Not Applicable","04","PUBLIC HEALTH & PREV MEDICINE","785979618","US","40.551126","-105.066489","1725201","COLORADO STATE UNIVERSITY","FORT COLLINS","CO","SCHOOLS OF VETERINARY MEDICINE","805232002","UNITED STATES","N","9/15/2020 12:00:00 AM","9/14/2022 12:00:00 AM","262","Research Centers","2020","1483135"," ","NIOSH"," "," "," ","1483135",
"No NIH Category available"," ","High Plains Intermountain Center for Agricultural Health and Safety (HICAHS)","NIOSH","9775416","8/31/2018 12:00:00 AM","PAR-15-353","6U54OH008085-15M001","6","U54","OH","008085","15","M00","DEARWENT, STEVE","9/15/2016 12:00:00 AM","9/14/2021 12:00:00 AM","ZOH1-DYB(05)"," ","1958444","REYNOLDS, STEPHEN J","Not Applicable","04","PUBLIC HEALTH & PREV MEDICINE","785979618","US","40.551126","-105.066489","1725201","COLORADO STATE UNIVERSITY","FORT COLLINS","CO","SCHOOLS OF VETERINARY MEDICINE","805232002","UNITED STATES","N","9/15/2018 12:00:00 AM","9/14/2019 12:00:00 AM","262","Research Centers","2018","429871"," ","NIOSH"," "," "," ","429871",
"No NIH Category available"," ","High Plains Intermountain Center for Agricultural Health and Safety (HICAHS)","NIOSH","9547092","8/21/2017 12:00:00 AM","PAR-15-353","3U54OH008085-13S2","3","U54","OH","008085","13","S","DEARWENT, STEVE","9/15/2016 12:00:00 AM","9/14/2021 12:00:00 AM","ZOH1-DYB(05)"," ","1958444","REYNOLDS, STEPHEN J","Not Applicable","04","PUBLIC HEALTH & PREV MEDICINE","785979618","US","40.551126","-105.066489","1725201","COLORADO STATE UNIVERSITY","FORT COLLINS","CO","SCHOOLS OF VETERINARY MEDICINE","805232002","UNITED STATES","N","9/15/2016 12:00:00 AM","9/14/2017 12:00:00 AM","262","Research Centers","2017","25500"," ","NIOSH","0","25500"," ","25500",
"No NIH Category available"," ","High Plains Intermountain Center forf Agricultural Health and Safety","NIOSH","7678952","7/15/2009 12:00:00 AM","PAR-06-057","5U50OH008085-06","5","U50","OH","008085","06"," ","ROBISON, WILLIAM","9/15/2007 12:00:00 AM","9/14/2011 12:00:00 AM","ZOH1-SBO(50)R"," ","1958444","REYNOLDS, STEPHEN J","Not Applicable","04","PUBLIC HEALTH & PREV MEDICINE","785979618","US","40.551126","-105.066489","1725201","COLORADO STATE UNIVERSITY","FORT COLLINS","CO","SCHOOLS OF VETERINARY MEDICINE","805232002","UNITED STATES","N","9/15/2009 12:00:00 AM","9/14/2010 12:00:00 AM","262","Other Research-Related","2009","1213875"," ","NIOSH"," "," "," ","1213875",
"No NIH Category available"," ","High Plains Intermountain Center forf Agricultural Health and Safety","NIOSH","7496663","9/12/2007 12:00:00 AM","PAR-06-057","3U50OH008085-04A1S1","3","U50","OH","008085","04","A1S","ROBISON, WILLIAM","9/15/2007 12:00:00 AM","1/31/2009 12:00:00 AM","ZOH1-SBO(50)R"," ","1958444","REYNOLDS, STEPHEN J","Not Applicable","04","PUBLIC HEALTH & PREV MEDICINE","785979618","US","40.551126","-105.066489","1725201","COLORADO STATE UNIVERSITY","FORT COLLINS","CO","SCHOOLS OF VETERINARY MEDICINE","805232002","UNITED STATES","N","9/15/2007 12:00:00 AM","1/31/2009 12:00:00 AM","262","Other Research-Related","2007","143000"," ","NIOSH"," "," "," ","143000",
"No NIH Category available"," ","High Plains Intermountain Center forf Agricultural Health and Safety","NIOSH","7896490","7/21/2010 12:00:00 AM","PAR-06-057","5U50OH008085-07","5","U50","OH","008085","07"," ","ROBISON, WILLIAM","9/15/2007 12:00:00 AM","6/14/2012 12:00:00 AM","ZOH1-SBO(50)R"," ","1958444","REYNOLDS, STEPHEN J","Not Applicable","04","PUBLIC HEALTH & PREV MEDICINE","785979618","US","40.551126","-105.066489","1725201","COLORADO STATE UNIVERSITY","FORT COLLINS","CO","SCHOOLS OF VETERINARY MEDICINE","805232002","UNITED STATES","N","9/15/2010 12:00:00 AM","6/14/2012 12:00:00 AM","262","Other Research-Related","2010","1191334"," ","NIOSH"," "," "," ","1191334",
"No NIH Category available"," ","High Plains Intermountain Center for Agricultural Health and Safety (HICAHS)","NIOSH","9341981","8/7/2017 12:00:00 AM","PAR-15-353","5U54OH008085-14","5","U54","OH","008085","14"," ","DEARWENT, STEVE","9/15/2016 12:00:00 AM","9/14/2021 12:00:00 AM","ZOH1-DYB(05)"," ","1958444","REYNOLDS, STEPHEN J","Not Applicable","04","PUBLIC HEALTH & PREV MEDICINE","785979618","US","40.551126","-105.066489","1725201","COLORADO STATE UNIVERSITY","FORT COLLINS","CO","SCHOOLS OF VETERINARY MEDICINE","805232002","UNITED STATES","N","9/15/2017 12:00:00 AM","9/14/2018 12:00:00 AM","262","Research Centers","2017","1284680"," ","NIOSH","1060000","224680"," ","1284680",
"No NIH Category available"," ","High Plains Intermountain Center for Agricultural Health and Safety (HICAHS)","NIOSH","9197504","8/31/2016 12:00:00 AM","PAR-15-353","2U54OH008085-13","2","U54","OH","008085","13"," ","DEARWENT, STEVE","9/15/2016 12:00:00 AM","9/14/2021 12:00:00 AM","ZOH1-DYB(05)"," ","1958444","REYNOLDS, STEPHEN J","Not Applicable","04","PUBLIC HEALTH & PREV MEDICINE","785979618","US","40.551126","-105.066489","1725201","COLORADO STATE UNIVERSITY","FORT COLLINS","CO","SCHOOLS OF VETERINARY MEDICINE","805232002","UNITED STATES","N","9/15/2016 12:00:00 AM","9/14/2017 12:00:00 AM","262","Research Centers","2016","1299761"," ","NIOSH","1034500","265261"," ","1299761",
"No NIH Category available"," ","High Plains Intermountain Center forf Agricultural Health and Safety","NIOSH","7493988","8/20/2008 12:00:00 AM","PAR-06-057","5U50OH008085-05","5","U50","OH","008085","05"," ","ROBISON, WILLIAM","9/15/2007 12:00:00 AM","9/14/2011 12:00:00 AM","ZOH1-SBO(50)R"," ","1958444","REYNOLDS, STEPHEN J","Not Applicable","04","PUBLIC HEALTH & PREV MEDICINE","785979618","US","40.551126","-105.066489","1725201","COLORADO STATE UNIVERSITY","FORT COLLINS","CO","SCHOOLS OF VETERINARY MEDICINE","805232002","UNITED STATES","N","9/15/2008 12:00:00 AM","9/14/2009 12:00:00 AM","262","Other Research-Related","2008","1010162"," ","NIOSH"," "," "," ","1010162",
"No NIH Category available"," ","High Plains Intermountain Center forf Agricultural Health and Safety","NIOSH","7680786","9/8/2008 12:00:00 AM","PAR-06-057","3U50OH008085-05S1","3","U50","OH","008085","05","S","ROBISON, WILLIAM","9/15/2007 12:00:00 AM","9/14/2011 12:00:00 AM","ZOH1-SBO(50)R"," ","1958444","REYNOLDS, STEPHEN J","Not Applicable","04","PUBLIC HEALTH & PREV MEDICINE","785979618","US","40.551126","-105.066489","1725201","COLORADO STATE UNIVERSITY","FORT COLLINS","CO","SCHOOLS OF VETERINARY MEDICINE","805232002","UNITED STATES","N","9/15/2008 12:00:00 AM","9/14/2009 12:00:00 AM","262","Other Research-Related","2008","188579"," ","NIOSH"," "," "," ","188579",
"No NIH Category available"," ","Design and Evaluation of Interventions to Improve Dairy Worker Respiratory Health","NIOSH","8922829","7/14/2015 12:00:00 AM","PAR-14-175","5U01OH010840-02","5","U01","OH","010840","02"," ","DEARWENT, STEVE","9/1/2014 12:00:00 AM","8/31/2017 12:00:00 AM","ZOH1-JFK(50)"," ","1958444","REYNOLDS, STEPHEN J","MAGZAMEN, SHERYL ; SCHAEFFER, JOSHUA WILLIAM","04","PUBLIC HEALTH & PREV MEDICINE","785979618","US","40.551126","-105.066489","1725201","COLORADO STATE UNIVERSITY","FORT COLLINS","CO","SCHOOLS OF VETERINARY MEDICINE","805232002","UNITED STATES","N","9/1/2015 12:00:00 AM","8/31/2016 12:00:00 AM","262","Non-SBIR/STTR","2015","274017"," ","NIOSH","252669","103598"," ","274017",
"No NIH Category available"," ","Design and Evaluation of Interventions to Improve Dairy Worker Respiratory Health","NIOSH","8866787","9/5/2014 12:00:00 AM","PAR-14-175","1U01OH010840-01","1","U01","OH","010840","01"," ","DEARWENT, STEVE","9/1/2014 12:00:00 AM","8/31/2017 12:00:00 AM","ZOH1-JFK(50)"," ","1958444","REYNOLDS, STEPHEN J","MAGZAMEN, SHERYL ; SCHAEFFER, JOSHUA WILLIAM","04","PUBLIC HEALTH & PREV MEDICINE","785979618","US","40.551126","-105.066489","1725201","COLORADO STATE UNIVERSITY","FORT COLLINS","CO","SCHOOLS OF VETERINARY MEDICINE","805232002","UNITED STATES","N","9/1/2014 12:00:00 AM","8/31/2015 12:00:00 AM","262","Non-SBIR/STTR","2014","274839"," ","NIOSH","184828","90011"," ","274839",
"No NIH Category available"," ","Design and Evaluation of Interventions to Improve Dairy Worker Respiratory Health","NIOSH","9110731","6/22/2016 12:00:00 AM","PAR-14-175","5U01OH010840-03","5","U01","OH","010840","03"," ","DEARWENT, STEVE","9/1/2014 12:00:00 AM","8/31/2018 12:00:00 AM","ZOH1-JFK(50)"," ","1958444","REYNOLDS, STEPHEN J","MAGZAMEN, SHERYL ; SCHAEFFER, JOSHUA WILLIAM","04","PUBLIC HEALTH & PREV MEDICINE","785979618","US","40.551126","-105.066489","1725201","COLORADO STATE UNIVERSITY","FORT COLLINS","CO","SCHOOLS OF VETERINARY MEDICINE","805232002","UNITED STATES","N","9/1/2016 12:00:00 AM","8/31/2018 12:00:00 AM","262","Non-SBIR/STTR","2016","274938"," ","NIOSH","259980","121715"," ","274938",
"No NIH Category available"," ","INDUSTRIAL HYGIENE TRAINING PROGRAM - ERGONOMICS SUPPLEMENT","NIOSH","7116684","8/11/2006 12:00:00 AM","PAR-05-126","3T01OH008410-02S1","3","T01","OH","008410","02","S","TALTY, JOHN","7/1/2006 12:00:00 AM","6/30/2010 12:00:00 AM","ZOH1-BSI(50)R"," ","1958444","REYNOLDS, STEPHEN J","Not Applicable","04","PUBLIC HEALTH & PREV MEDICINE","785979618","US","40.551126","-105.066489","1725201","COLORADO STATE UNIVERSITY-FORT COLLINS","FORT COLLINS","CO","SCHOOLS OF VETERINARY MEDICINE","805232002","UNITED STATES","N","7/1/2006 12:00:00 AM","6/30/2007 12:00:00 AM","262","Other","2006","50868"," ","NIOSH"," "," "," ","50868",
"No NIH Category available"," ","High Plains Intermountain Center for Agricultural Health and Safety (HICAHS)","NIOSH","9976394","6/12/2020 12:00:00 AM","PAR-15-353","5U54OH008085-17","5","U54","OH","008085","17"," ","DEARWENT, STEVE","9/15/2016 12:00:00 AM","9/14/2021 12:00:00 AM","ZOH1-DYB(05)"," ","1958444","REYNOLDS, STEPHEN J","Not Applicable","04","PUBLIC HEALTH & PREV MEDICINE","785979618","US","40.551126","-105.066489","1725201","COLORADO STATE UNIVERSITY","FORT COLLINS","CO","SCHOOLS OF VETERINARY MEDICINE","805232002","UNITED STATES","N","9/15/2020 12:00:00 AM","9/14/2021 12:00:00 AM","262","Research Centers","2020","1726212"," ","NIOSH"," "," "," ","1726212",
"No NIH Category available"," ","High Plains Intermountain Center for Agricultural Health and Safety (HICAHS)","NIOSH","9540736","7/23/2018 12:00:00 AM","PAR-15-353","5U54OH008085-15","5","U54","OH","008085","15"," ","DEARWENT, STEVE","9/15/2016 12:00:00 AM","9/14/2021 12:00:00 AM","ZOH1-DYB(05)"," ","1958444","REYNOLDS, STEPHEN J","Not Applicable","04","PUBLIC HEALTH & PREV MEDICINE","785979618","US","40.551126","-105.066489","1725201","COLORADO STATE UNIVERSITY","FORT COLLINS","CO","SCHOOLS OF VETERINARY MEDICINE","805232002","UNITED STATES","N","9/15/2018 12:00:00 AM","9/14/2019 12:00:00 AM","262","Research Centers","2018","1277855"," ","NIOSH"," "," "," ","1277855",
